table,_start,_stop,_time,_value,_field,_measurement,series
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-04-01T00:00:00Z,1023.2,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-04-02T00:00:00Z,1024.2,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-04-03T00:00:00Z,1020.5,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-04-04T00:00:00Z,1022.2,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-04-05T00:00:00Z,1025.3,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-04-06T00:00:00Z,1023.3,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-04-07T00:00:00Z,1035.3,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-04-08T00:00:00Z,1036.7,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-04-09T00:00:00Z,1035.1,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-04-10T00:00:00Z,1032.5,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-04-11T00:00:00Z,1028.7,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-04-12T00:00:00Z,1028.1,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-04-13T00:00:00Z,1025.6,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-04-14T00:00:00Z,1027.9,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-04-15T00:00:00Z,1025,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-04-16T00:00:00Z,1025.7,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-04-17T00:00:00Z,1025,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-04-18T00:00:00Z,1023.7,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-04-19T00:00:00Z,1025.5,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-04-20T00:00:00Z,1025.8,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-04-21T00:00:00Z,1030.5,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-04-22T00:00:00Z,1035.1,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-04-23T00:00:00Z,1034.2,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-04-24T00:00:00Z,1032.2,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-04-25T00:00:00Z,1033.6,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-04-26T00:00:00Z,1045.6,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-04-27T00:00:00Z,1040.3,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-04-28T00:00:00Z,1035.9,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-04-29T00:00:00Z,1035.4,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-04-30T00:00:00Z,1031,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-05-01T00:00:00Z,1035.1,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-05-02T00:00:00Z,1022.1,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-05-03T00:00:00Z,1020.4,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-05-04T00:00:00Z,1019.6,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-05-05T00:00:00Z,1023.2,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-05-06T00:00:00Z,1016.5,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-05-07T00:00:00Z,1011.6,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-05-08T00:00:00Z,1013.9,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-05-09T00:00:00Z,1011.3,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-05-10T00:00:00Z,1020.9,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-05-11T00:00:00Z,1023.4,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-05-12T00:00:00Z,1019.6,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-05-13T00:00:00Z,1016.7,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-05-14T00:00:00Z,1012,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-05-15T00:00:00Z,1012.7,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-05-16T00:00:00Z,1010.7,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-05-17T00:00:00Z,1002.5,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-05-18T00:00:00Z,991.5,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-05-19T00:00:00Z,992.9,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-05-20T00:00:00Z,997.1,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-05-21T00:00:00Z,1001.6,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-05-22T00:00:00Z,997.2,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-05-23T00:00:00Z,1001.9,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-05-24T00:00:00Z,1011.7,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-05-25T00:00:00Z,1005.7,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-05-26T00:00:00Z,1018.7,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-05-27T00:00:00Z,1016.5,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-05-28T00:00:00Z,1018.3,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-05-29T00:00:00Z,1014.8,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-05-30T00:00:00Z,1011,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-05-31T00:00:00Z,1018.7,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-06-01T00:00:00Z,1009.9,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-06-02T00:00:00Z,1012.7,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-06-03T00:00:00Z,1015,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-06-04T00:00:00Z,1010.4,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-06-05T00:00:00Z,1099,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-06-06T00:00:00Z,1095.2,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-06-07T00:00:00Z,1098.1,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-06-08T00:00:00Z,1094.8,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-06-09T00:00:00Z,1097.9,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-06-10T00:00:00Z,1085.2,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-06-11T00:00:00Z,1086,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-06-12T00:00:00Z,1088.2,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-06-13T00:00:00Z,1088.6,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-06-14T00:00:00Z,1085.8,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-06-15T00:00:00Z,1080.4,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-06-16T00:00:00Z,1077.2,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-06-17T00:00:00Z,1075.7,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-06-18T00:00:00Z,1080.3,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-06-19T00:00:00Z,1081.6,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-06-20T00:00:00Z,1080.3,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-06-21T00:00:00Z,1094.8,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-06-22T00:00:00Z,1097.2,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-06-23T00:00:00Z,1096.2,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-06-24T00:00:00Z,1095.4,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-06-25T00:00:00Z,1093,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-06-26T00:00:00Z,1084.3,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-06-27T00:00:00Z,1079.6,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-06-28T00:00:00Z,1080.8,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-06-29T00:00:00Z,1083.2,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-06-30T00:00:00Z,1086.6,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-01T00:00:00Z,1078.6,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-02T00:00:00Z,1078.3,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-03T00:00:00Z,1077.1,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-04T00:00:00Z,1080.3,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-05T00:00:00Z,1082.6,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-06T00:00:00Z,1079.7,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-07T00:00:00Z,1083.5,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-08T00:00:00Z,1080,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-09T00:00:00Z,1079.4,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-10T00:00:00Z,1079.4,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-11T00:00:00Z,1082.1,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-12T00:00:00Z,1080.8,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-13T00:00:00Z,1077.5,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-14T00:00:00Z,1079.7,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-15T00:00:00Z,1078.8,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-16T00:00:00Z,1083.1,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-17T00:00:00Z,1079.7,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-18T00:00:00Z,1078.1,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-19T00:00:00Z,1077.3,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-20T00:00:00Z,1075.5,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-21T00:00:00Z,1080.2,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-22T00:00:00Z,1090.3,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-23T00:00:00Z,1089.6,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-24T00:00:00Z,1087.8,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-25T00:00:00Z,1081.1,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-26T00:00:00Z,1071.7,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-27T00:00:00Z,1071.4,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-28T00:00:00Z,1069.8,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-29T00:00:00Z,1070.5,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-30T00:00:00Z,1066.4,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-31T00:00:00Z,1070.9,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-08-01T00:00:00Z,1065.5,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-08-02T00:00:00Z,1068.6,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-08-03T00:00:00Z,1067.1,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-08-04T00:00:00Z,1068.3,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-08-05T00:00:00Z,1074.9,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-08-06T00:00:00Z,1069.2,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-08-07T00:00:00Z,1068.6,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-08-08T00:00:00Z,1076.2,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-08-09T00:00:00Z,1080.7,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-08-10T00:00:00Z,1077.7,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-08-11T00:00:00Z,1077.6,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-08-12T00:00:00Z,1083.7,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-08-13T00:00:00Z,1084.4,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-08-14T00:00:00Z,1084.4,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-08-15T00:00:00Z,1091.4,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-08-16T00:00:00Z,1090.4,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-08-17T00:00:00Z,1096.5,value,m4_part,D1
0,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-08-18T00:00:00Z,1095,value,m4_part,D1
